File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF701YLW	bam	unfiltered alignments	ENCSR239TSZ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF034IFL, ENCFF143LQC	4523587989	ENCODE Processing Pipeline	c222f451885dfc2254369225efd03c00		https://www.encodeproject.org/files/ENCFF701YLW/@@download/ENCFF701YLW.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF039LAZ	bam	unfiltered alignments	ENCSR239TSZ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF028VOD, ENCFF399GVU	4418101854	ENCODE Processing Pipeline	fc459b92265e83ffa9aefdd9c078f212		https://www.encodeproject.org/files/ENCFF039LAZ/@@download/ENCFF039LAZ.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF400DYR	bam	alignments	ENCSR239TSZ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF034IFL, ENCFF143LQC	2781659638	ENCODE Processing Pipeline	e4040af4b7af34a91728b365ca2121c1		https://www.encodeproject.org/files/ENCFF400DYR/@@download/ENCFF400DYR.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF467QLQ	bam	alignments	ENCSR239TSZ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF028VOD, ENCFF399GVU	2763383258	ENCODE Processing Pipeline	2b79a91015ead7273c956005bf446697		https://www.encodeproject.org/files/ENCFF467QLQ/@@download/ENCFF467QLQ.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF195YOF	bam	alignments	ENCSR123MLY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-04-22	ENCODE				2							ENCFF030JLO, ENCFF806TVZ	1143111603	ENCODE Processing Pipeline	c8ddd7ce525a957500d29c726865cbb0		https://www.encodeproject.org/files/ENCFF195YOF/@@download/ENCFF195YOF.bam	mm10-minimal			archived	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	poor library complexity, severe bottlenecking	
ENCFF020XME	bam	alignments	ENCSR123MLY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-04-22	ENCODE				1							ENCFF084WKN, ENCFF411ZWQ, ENCFF806TVZ	987095782	ENCODE Processing Pipeline	381656114b7dabb84d2532027c500e10		https://www.encodeproject.org/files/ENCFF020XME/@@download/ENCFF020XME.bam	mm10-minimal			archived	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	poor library complexity, severe bottlenecking	
ENCFF901LMO	bam	unfiltered alignments	ENCSR123MLY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-04-22	ENCODE				1			50				ENCFF018NEO, ENCFF084WKN, ENCFF411ZWQ	2740588021	ENCODE Processing Pipeline	c59b08b813c0a245d5d53de2666a83f5		https://www.encodeproject.org/files/ENCFF901LMO/@@download/ENCFF901LMO.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	poor library complexity, severe bottlenecking	
ENCFF855DYC	bam	unfiltered alignments	ENCSR123MLY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-04-22	ENCODE				2			50				ENCFF018NEO, ENCFF030JLO	2121112953	ENCODE Processing Pipeline	36e94b6248955ca1c5cbcbaee0d17ce4		https://www.encodeproject.org/files/ENCFF855DYC/@@download/ENCFF855DYC.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	poor library complexity, severe bottlenecking	
ENCFF218WWW	bam	alignments	ENCSR123MLY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-04-22	ENCODE				1			50				ENCFF018NEO, ENCFF084WKN, ENCFF411ZWQ	986851819	ENCODE Processing Pipeline	f14e016aae2ce0fe0ecf75e9bbdcaa81		https://www.encodeproject.org/files/ENCFF218WWW/@@download/ENCFF218WWW.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	poor library complexity, severe bottlenecking	
ENCFF778SLY	bam	alignments	ENCSR123MLY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K27ac-mouse	ENCAB943WPC	DNA			SDS		False	2016-04-22	ENCODE				2			50				ENCFF018NEO, ENCFF030JLO	1142852414	ENCODE Processing Pipeline	a8360777b9991626a6dcbf4c6418cb7e		https://www.encodeproject.org/files/ENCFF778SLY/@@download/ENCFF778SLY.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	poor library complexity, severe bottlenecking	
ENCFF927VYX	bam	alignments	ENCSR406KDB	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me2-mouse	ENCAB749UMK	DNA			SDS		False	2016-04-22	ENCODE				2							ENCFF703KDO, ENCFF806TVZ	1143763554	ENCODE Processing Pipeline	abc15e2ef0668c49b71c0eff3f6b78da		https://www.encodeproject.org/files/ENCFF927VYX/@@download/ENCFF927VYX.bam	mm10-minimal			archived	moderate library complexity, mild to moderate bottlenecking			
ENCFF325XVN	bam	alignments	ENCSR406KDB	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me2-mouse	ENCAB749UMK	DNA			SDS		False	2016-04-22	ENCODE				1							ENCFF806TVZ, ENCFF934XTI	1017576959	ENCODE Processing Pipeline	75315f40e891bd6073e681968d499115		https://www.encodeproject.org/files/ENCFF325XVN/@@download/ENCFF325XVN.bam	mm10-minimal			archived	moderate library complexity, mild to moderate bottlenecking			
ENCFF698TOJ	bam	unfiltered alignments	ENCSR406KDB	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me2-mouse	ENCAB749UMK	DNA			SDS		False	2016-04-22	ENCODE				1			50				ENCFF018NEO, ENCFF934XTI	1821782869	ENCODE Processing Pipeline	e99e3cd2e89bbe7bfcfb5df410b418df		https://www.encodeproject.org/files/ENCFF698TOJ/@@download/ENCFF698TOJ.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF609FSJ	bam	alignments	ENCSR406KDB	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me2-mouse	ENCAB749UMK	DNA			SDS		False	2016-04-22	ENCODE				1			50				ENCFF018NEO, ENCFF934XTI	1017423075	ENCODE Processing Pipeline	a097f61dac550f5ced5988965ca1d67c		https://www.encodeproject.org/files/ENCFF609FSJ/@@download/ENCFF609FSJ.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF479KMV	bam	unfiltered alignments	ENCSR406KDB	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me2-mouse	ENCAB749UMK	DNA			SDS		False	2016-04-22	ENCODE				2			50				ENCFF018NEO, ENCFF703KDO	1977455697	ENCODE Processing Pipeline	538fc27656e6151a71c068dbbd915ca8		https://www.encodeproject.org/files/ENCFF479KMV/@@download/ENCFF479KMV.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF142UWE	bam	alignments	ENCSR406KDB	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me2-mouse	ENCAB749UMK	DNA			SDS		False	2016-04-22	ENCODE				2			50				ENCFF018NEO, ENCFF703KDO	1143610326	ENCODE Processing Pipeline	277199075411117f5f241cf56536b81e		https://www.encodeproject.org/files/ENCFF142UWE/@@download/ENCFF142UWE.bam	mm10			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF375TJM	bam	alignments	ENCSR501GBJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				1							ENCFF456UKE, ENCFF806TVZ	1610161485	ENCODE Processing Pipeline	56872ff4308a8f1352de7661d3e92271		https://www.encodeproject.org/files/ENCFF375TJM/@@download/ENCFF375TJM.bam	mm10-minimal			archived	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF491WXR	bam	alignments	ENCSR501GBJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				2							ENCFF806TVZ, ENCFF920HBG	1620833019	ENCODE Processing Pipeline	2a42e1e615affa2229873ad1d41a3b05		https://www.encodeproject.org/files/ENCFF491WXR/@@download/ENCFF491WXR.bam	mm10-minimal			archived	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF187VOG	bam	unfiltered alignments	ENCSR501GBJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF920HBG	2678227320	ENCODE Processing Pipeline	3c787181e24899b91a7461bf8bd63f00		https://www.encodeproject.org/files/ENCFF187VOG/@@download/ENCFF187VOG.bam	mm10			released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF981AGR	bam	unfiltered alignments	ENCSR501GBJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF456UKE	2547267225	ENCODE Processing Pipeline	c8ec41955005d52fa12a3e059260136f		https://www.encodeproject.org/files/ENCFF981AGR/@@download/ENCFF981AGR.bam	mm10			released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF077YAW	bam	alignments	ENCSR501GBJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF920HBG	1620643834	ENCODE Processing Pipeline	fcd939a45da18bcef41f3451bce9f715		https://www.encodeproject.org/files/ENCFF077YAW/@@download/ENCFF077YAW.bam	mm10			released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF658CWV	bam	alignments	ENCSR501GBJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF456UKE	1609940452	ENCODE Processing Pipeline	00671d84dbcb44c4216a1e080209cd80		https://www.encodeproject.org/files/ENCFF658CWV/@@download/ENCFF658CWV.bam	mm10			released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF303RND	bam	alignments	ENCSR442RYY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-04-22	ENCODE				1							ENCFF387MCM, ENCFF806TVZ	2594260614	ENCODE Processing Pipeline	2da7f0fa47af7579dc96bc10f37f128c		https://www.encodeproject.org/files/ENCFF303RND/@@download/ENCFF303RND.bam	mm10-minimal			archived	mild to moderate bottlenecking			
ENCFF084WYK	bam	alignments	ENCSR442RYY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-04-22	ENCODE				2							ENCFF550HHE, ENCFF806TVZ	2532091127	ENCODE Processing Pipeline	17d08900a18f17853b45b16a382e0122		https://www.encodeproject.org/files/ENCFF084WYK/@@download/ENCFF084WYK.bam	mm10-minimal			archived	mild to moderate bottlenecking			
ENCFF007TSY	bam	unfiltered alignments	ENCSR442RYY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-04-22	ENCODE				1			50				ENCFF018NEO, ENCFF387MCM	3338660744	ENCODE Processing Pipeline	5526d0e9d5ff318d846efb1367ff5308		https://www.encodeproject.org/files/ENCFF007TSY/@@download/ENCFF007TSY.bam	mm10			released	mild to moderate bottlenecking			
ENCFF495ASM	bam	alignments	ENCSR442RYY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-04-22	ENCODE				1			50				ENCFF018NEO, ENCFF387MCM	2593767919	ENCODE Processing Pipeline	05c6f2b4b093548df24444624f53274c		https://www.encodeproject.org/files/ENCFF495ASM/@@download/ENCFF495ASM.bam	mm10			released	mild to moderate bottlenecking			
ENCFF830ZVH	bam	unfiltered alignments	ENCSR442RYY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-04-22	ENCODE				2			50				ENCFF018NEO, ENCFF550HHE	3261662792	ENCODE Processing Pipeline	21cca69c6d7ce8868e332372fb60fb1c		https://www.encodeproject.org/files/ENCFF830ZVH/@@download/ENCFF830ZVH.bam	mm10			released	mild to moderate bottlenecking			
ENCFF052DEE	bam	alignments	ENCSR442RYY	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	12.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2016-04-22	ENCODE				2			50				ENCFF018NEO, ENCFF550HHE	2531575394	ENCODE Processing Pipeline	2fb1f52419f46e74d9ea88ce62d1c6b5		https://www.encodeproject.org/files/ENCFF052DEE/@@download/ENCFF052DEE.bam	mm10			released	mild to moderate bottlenecking			
ENCFF626JBF	bam	alignments	ENCSR631KAJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-06-30	ENCODE				2							ENCFF002BUV, ENCFF002BUX, ENCFF105XDK, ENCFF806TVZ	1359905290	ENCODE Processing Pipeline	1103134a611599edcdae742616743b11		https://www.encodeproject.org/files/ENCFF626JBF/@@download/ENCFF626JBF.bam	mm10-minimal			archived	moderate library complexity, low read length, mixed read lengths, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF690LJE	bam	alignments	ENCSR631KAJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-06-30	ENCODE				1							ENCFF002BUT, ENCFF002BVA, ENCFF067HMY, ENCFF806TVZ	1242573229	ENCODE Processing Pipeline	f2ff97b0ad642392ce1a5cce9861eb2a		https://www.encodeproject.org/files/ENCFF690LJE/@@download/ENCFF690LJE.bam	mm10-minimal			archived	moderate library complexity, low read length, mixed read lengths, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF761TDA	bam	unfiltered alignments	ENCSR631KAJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF002BUV, ENCFF002BUX, ENCFF018NEO, ENCFF105XDK	2371433192	ENCODE Processing Pipeline	07d739cd886d4b321e9ca70684777c01		https://www.encodeproject.org/files/ENCFF761TDA/@@download/ENCFF761TDA.bam	mm10			released	moderate library complexity, low read length, mixed read lengths, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF336NMW	bam	unfiltered alignments	ENCSR631KAJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF002BUT, ENCFF002BVA, ENCFF018NEO, ENCFF067HMY	2305405130	ENCODE Processing Pipeline	4b589a48684ebfc5cf9117c8761e5c27		https://www.encodeproject.org/files/ENCFF336NMW/@@download/ENCFF336NMW.bam	mm10			released	moderate library complexity, low read length, mixed read lengths, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF292KNL	bam	alignments	ENCSR631KAJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF002BUT, ENCFF002BVA, ENCFF018NEO, ENCFF067HMY	1110902832	ENCODE Processing Pipeline	50572a2016f878fa01153443c5f88ffb		https://www.encodeproject.org/files/ENCFF292KNL/@@download/ENCFF292KNL.bam	mm10			released	moderate library complexity, low read length, mixed read lengths, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF204FLA	bam	alignments	ENCSR631KAJ	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF002BUV, ENCFF002BUX, ENCFF018NEO, ENCFF105XDK	1181928408	ENCODE Processing Pipeline	c979b8c4caefbb144ada7007f3d7a680		https://www.encodeproject.org/files/ENCFF204FLA/@@download/ENCFF204FLA.bam	mm10			released	moderate library complexity, low read length, mixed read lengths, mild to moderate bottlenecking	sequencing runs labeled as technical replicates	control insufficient read depth, insufficient read depth	
ENCFF853ASF	bam	alignments	ENCSR373LNE	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2014-12-17	ENCODE				1							ENCFF002EUE, ENCFF806TVZ	1128712878	ENCODE Processing Pipeline	a5370404c50a61f89c6fe85b3192577e		https://www.encodeproject.org/files/ENCFF853ASF/@@download/ENCFF853ASF.bam	mm10-minimal			archived	control low read depth, low read length			
ENCFF375XXJ	bam	alignments	ENCSR373LNE	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2014-12-17	ENCODE				2							ENCFF002EUI, ENCFF806TVZ	1137222186	ENCODE Processing Pipeline	284b6f123b2e46cfd647a50fda269915		https://www.encodeproject.org/files/ENCFF375XXJ/@@download/ENCFF375XXJ.bam	mm10-minimal			archived	control low read depth, low read length			
ENCFF429BQC	bam	alignments	ENCSR373LNE	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2014-12-17	ENCODE				2			36				ENCFF002EUI, ENCFF018NEO	1137047489	ENCODE Processing Pipeline	36c69508d436a93cc024560859b7e72a		https://www.encodeproject.org/files/ENCFF429BQC/@@download/ENCFF429BQC.bam	mm10			released	control low read depth, low read length			
ENCFF848ANR	bam	unfiltered alignments	ENCSR373LNE	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2014-12-17	ENCODE				2			36				ENCFF002EUI, ENCFF018NEO	1614347387	ENCODE Processing Pipeline	c8221315f459c12e5c93218d1303d9ec		https://www.encodeproject.org/files/ENCFF848ANR/@@download/ENCFF848ANR.bam	mm10			released	control low read depth, low read length			
ENCFF123IUN	bam	unfiltered alignments	ENCSR373LNE	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2014-12-17	ENCODE				1			36				ENCFF002EUE, ENCFF018NEO	1614527379	ENCODE Processing Pipeline	fd417e7c4b54c76f5074283456551268		https://www.encodeproject.org/files/ENCFF123IUN/@@download/ENCFF123IUN.bam	mm10			released	control low read depth, low read length			
ENCFF074EHQ	bam	alignments	ENCSR373LNE	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	16.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2014-12-17	ENCODE				1			36				ENCFF002EUE, ENCFF018NEO	1128529987	ENCODE Processing Pipeline	691d62795af6926502653947cff2a94e		https://www.encodeproject.org/files/ENCFF074EHQ/@@download/ENCFF074EHQ.bam	mm10			released	control low read depth, low read length			
ENCFF556RXV	bam	alignments	ENCSR748BQH	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2014-06-30	ENCODE				2							ENCFF002BGM, ENCFF806TVZ	1210343331	ENCODE Processing Pipeline	326faf30fd75eb2a89e2177e4f63e93d		https://www.encodeproject.org/files/ENCFF556RXV/@@download/ENCFF556RXV.bam	mm10-minimal			archived	control low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF999NPC	bam	alignments	ENCSR748BQH	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2014-06-30	ENCODE				1							ENCFF002BGJ, ENCFF806TVZ	1188720245	ENCODE Processing Pipeline	4bf6cc0113138625def240e0e120559b		https://www.encodeproject.org/files/ENCFF999NPC/@@download/ENCFF999NPC.bam	mm10-minimal			archived	control low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF606JUW	bam	alignments	ENCSR748BQH	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF002BGM, ENCFF018NEO	959408122	ENCODE Processing Pipeline	0d800d06f519fe35f3ffe4ed4eb938ee		https://www.encodeproject.org/files/ENCFF606JUW/@@download/ENCFF606JUW.bam	mm10			released	control low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF858KPK	bam	unfiltered alignments	ENCSR748BQH	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2014-06-30	ENCODE				2			36				ENCFF002BGM, ENCFF018NEO	1984233668	ENCODE Processing Pipeline	be4032686e99fb9baafb128da9777107		https://www.encodeproject.org/files/ENCFF858KPK/@@download/ENCFF858KPK.bam	mm10			released	control low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF904HZT	bam	unfiltered alignments	ENCSR748BQH	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF002BGJ, ENCFF018NEO	1989597017	ENCODE Processing Pipeline	0efd222897dff883b0d7f2a66694b613		https://www.encodeproject.org/files/ENCFF904HZT/@@download/ENCFF904HZT.bam	mm10			released	control low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF882QQS	bam	alignments	ENCSR748BQH	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	11.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2014-06-30	ENCODE				1			36				ENCFF002BGJ, ENCFF018NEO	945943545	ENCODE Processing Pipeline	da306dd9d0d1258faf96ccc01a8cbb35		https://www.encodeproject.org/files/ENCFF882QQS/@@download/ENCFF882QQS.bam	mm10			released	control low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF157WAC	bam	alignments	ENCSR069XHI	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				2							ENCFF721FSS, ENCFF806TVZ	2684406322	ENCODE Processing Pipeline	6bab52b48ce4389813565da3f380485b		https://www.encodeproject.org/files/ENCFF157WAC/@@download/ENCFF157WAC.bam	mm10-minimal			archived	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF905XOU	bam	alignments	ENCSR069XHI	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				1							ENCFF435NZN, ENCFF806TVZ	2326866626	ENCODE Processing Pipeline	b28afb600146a09be9b0f150bc02866a		https://www.encodeproject.org/files/ENCFF905XOU/@@download/ENCFF905XOU.bam	mm10-minimal			archived	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF135NNU	bam	unfiltered alignments	ENCSR069XHI	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF721FSS	4265676642	ENCODE Processing Pipeline	8341f3fe5cb12f623e23daf06f04d64b		https://www.encodeproject.org/files/ENCFF135NNU/@@download/ENCFF135NNU.bam	mm10			released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
ENCFF704KNS	bam	unfiltered alignments	ENCSR069XHI	ChIP-seq	UBERON:0000948	heart	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF435NZN	4121412133	ENCODE Processing Pipeline	d7e641cf9b23e4e2884ec73373eebe2c		https://www.encodeproject.org/files/ENCFF704KNS/@@download/ENCFF704KNS.bam	mm10			released	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking			
