File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF405QAR	bam	alignments	ENCSR985UTP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				1							ENCFF683ENW, ENCFF806TVZ	1534178642	ENCODE Processing Pipeline	73060fe33f710beb078aec0d04d176af		https://www.encodeproject.org/files/ENCFF405QAR/@@download/ENCFF405QAR.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking			
ENCFF735RBQ	bam	unfiltered alignments	ENCSR985UTP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF517BQD	2555937791	ENCODE Processing Pipeline	e86a631f5c23b1cf9450e3c3321fa64d		https://www.encodeproject.org/files/ENCFF735RBQ/@@download/ENCFF735RBQ.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF955ZHL	bam	unfiltered alignments	ENCSR985UTP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF683ENW	2414944787	ENCODE Processing Pipeline	15131492be57d0621d4f6122bd5ec360		https://www.encodeproject.org/files/ENCFF955ZHL/@@download/ENCFF955ZHL.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF325ROD	bam	alignments	ENCSR985UTP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF683ENW	1533924159	ENCODE Processing Pipeline	ca1ef491829f7b639d32922154676b07		https://www.encodeproject.org/files/ENCFF325ROD/@@download/ENCFF325ROD.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF379RFF	bam	alignments	ENCSR985UTP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K4me3-mouse	ENCAB610CEF	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF517BQD	1654106083	ENCODE Processing Pipeline	2fe7d4e3531d21850773bb780a1da2f6		https://www.encodeproject.org/files/ENCFF379RFF/@@download/ENCFF379RFF.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF001POX	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				1							ENCFF001POU, ENCFF001POV, ENCFF001POW, ENCFF001POY, ENCFF001POZ, ENCFF001PPA, ENCFF001PPB, ENCFF001PPC	1453488210	John Stamatoyannopoulos, UW	a86a6b45629631024d2bc134c4fd9500		https://www.encodeproject.org/files/ENCFF001POX/@@download/ENCFF001POX.bam	mm9			archived	low spot score, insufficient read depth			
ENCFF001PPK	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				2							ENCFF001PPD, ENCFF001PPF, ENCFF001PPG, ENCFF001PPH	1398961734	John Stamatoyannopoulos, UW	9e9e6115f2b6a07e3834c94e609c92ab		https://www.encodeproject.org/files/ENCFF001PPK/@@download/ENCFF001PPK.bam	mm9			archived	low spot score, insufficient read depth			
ENCFF816CEA	bam	unfiltered alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				1							ENCFF001POU, ENCFF001POV, ENCFF001POW, ENCFF001POY, ENCFF001POZ, ENCFF001PPA, ENCFF001PPB, ENCFF001PPC, ENCFF340HIY	2059941309	ENCODE Processing Pipeline	b2f4985c9db242d1797ae7ba483fa1cf		https://www.encodeproject.org/files/ENCFF816CEA/@@download/ENCFF816CEA.bam	mm10			released	low spot score, insufficient read depth			
ENCFF290QOH	bam	unfiltered alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				2							ENCFF001PPD, ENCFF001PPF, ENCFF001PPG, ENCFF001PPH, ENCFF340HIY	1967941726	ENCODE Processing Pipeline	0f71bb961cd8d2e4917313a96aa1f1bf		https://www.encodeproject.org/files/ENCFF290QOH/@@download/ENCFF290QOH.bam	mm10			released	low spot score, insufficient read depth			
ENCFF827FZX	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				1							ENCFF816CEA	1541620514	ENCODE Processing Pipeline	0d989633df0dab64bcff3af240d40f37		https://www.encodeproject.org/files/ENCFF827FZX/@@download/ENCFF827FZX.bam	mm10			archived	low spot score, insufficient read depth			
ENCFF101XOD	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				2							ENCFF290QOH	1479668345	ENCODE Processing Pipeline	bfdb6007bd90ea3d670e4deb5282202a		https://www.encodeproject.org/files/ENCFF101XOD/@@download/ENCFF101XOD.bam	mm10			archived	low spot score, insufficient read depth			
ENCFF754NIF	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				1							ENCFF816CEA	1523506083	ENCODE Processing Pipeline	6395aa53f3ba15400049b2b3d0b8065a		https://www.encodeproject.org/files/ENCFF754NIF/@@download/ENCFF754NIF.bam	mm10			released	low spot score, insufficient read depth			
ENCFF595WSC	bam	alignments	ENCSR000CNK	DNase-seq	UBERON:0002107	liver	tissue	embryonic	male	14.5 day	Mus musculus							DNA		see document	see document		False	2013-05-20	ENCODE				2							ENCFF290QOH	1461406659	ENCODE Processing Pipeline	6b0b3ab503fe500ddad0752f20ba55d0		https://www.encodeproject.org/files/ENCFF595WSC/@@download/ENCFF595WSC.bam	mm10			released	low spot score, insufficient read depth			
ENCFF106MFV	bam	alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF245OTN, ENCFF268IGM	4325695477	ENCODE Processing Pipeline	6cac77e9e826afed0aaea272ab36a6c9		https://www.encodeproject.org/files/ENCFF106MFV/@@download/ENCFF106MFV.bam	mm10-minimal			archived				
ENCFF549TPE	bam	alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF130DKL, ENCFF268IGM	4846978443	ENCODE Processing Pipeline	ca3d443c862a9e9e3c01c79ef7ef6178		https://www.encodeproject.org/files/ENCFF549TPE/@@download/ENCFF549TPE.bam	mm10-minimal			archived				
ENCFF383YXM	bam	alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF245OTN, ENCFF483PAE	5420415881	ENCODE Processing Pipeline	5438d5ab3f1a2a9b825bab0719cbce9b		https://www.encodeproject.org/files/ENCFF383YXM/@@download/ENCFF383YXM.bam	mm10-minimal			archived				
ENCFF330MTK	bam	transcriptome alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF245OTN, ENCFF483PAE	5290926118	ENCODE Processing Pipeline	ee02db542265865a5a0f560721e03120		https://www.encodeproject.org/files/ENCFF330MTK/@@download/ENCFF330MTK.bam	mm10-minimal			archived				
ENCFF362FAG	bam	alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF130DKL, ENCFF483PAE	5985591203	ENCODE Processing Pipeline	df0141411630dd8eca87396e420b3cc1		https://www.encodeproject.org/files/ENCFF362FAG/@@download/ENCFF362FAG.bam	mm10-minimal			archived				
ENCFF954FHO	bam	transcriptome alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF130DKL, ENCFF483PAE	5870224818	ENCODE Processing Pipeline	54221cfef7e0b283104474a9e66c646b		https://www.encodeproject.org/files/ENCFF954FHO/@@download/ENCFF954FHO.bam	mm10-minimal			archived				
ENCFF611SNA	bam	alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF245OTN, ENCFF533JRE	5422619903	ENCODE Processing Pipeline	53ba5e3a6543893c0a17d55d3f21c391		https://www.encodeproject.org/files/ENCFF611SNA/@@download/ENCFF611SNA.bam	mm10			released				
ENCFF049BSU	bam	transcriptome alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				1							ENCFF245OTN, ENCFF533JRE	5398716884	ENCODE Processing Pipeline	bee1091c35aee17a72f786ea0c71d699		https://www.encodeproject.org/files/ENCFF049BSU/@@download/ENCFF049BSU.bam	mm10			released				
ENCFF599ZIP	bam	alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF130DKL, ENCFF533JRE	5987686886	ENCODE Processing Pipeline	df2807e4a6e0470da273ddb5594c1578		https://www.encodeproject.org/files/ENCFF599ZIP/@@download/ENCFF599ZIP.bam	mm10			released				
ENCFF533UXJ	bam	transcriptome alignments	ENCSR826HIQ	RNA-seq	UBERON:0002107	liver	tissue	embryonic	mixed	16.5 day	Mus musculus							polyadenylated mRNA		Ambion mirVana	Ambion mirVana		False	2015-10-13	ENCODE				2							ENCFF130DKL, ENCFF533JRE	5989321792	ENCODE Processing Pipeline	fd4ccd832a4bb3507cea664be4fa95e6		https://www.encodeproject.org/files/ENCFF533UXJ/@@download/ENCFF533UXJ.bam	mm10			released				
ENCFF415HZG	bam	alignments	ENCSR133EGP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2015-11-03	ENCODE				1							ENCFF524JOX, ENCFF806TVZ	3017623053	ENCODE Processing Pipeline	b043a440c997079329a7605fb2494362		https://www.encodeproject.org/files/ENCFF415HZG/@@download/ENCFF415HZG.bam	mm10-minimal			archived	inconsistent platforms			
ENCFF232BPO	bam	alignments	ENCSR133EGP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2015-11-03	ENCODE				2							ENCFF632UDQ, ENCFF806TVZ	2924314226	ENCODE Processing Pipeline	02984ff90e9c9ea61437284585cc51c4		https://www.encodeproject.org/files/ENCFF232BPO/@@download/ENCFF232BPO.bam	mm10-minimal			archived	inconsistent platforms			
ENCFF150KSY	bam	unfiltered alignments	ENCSR133EGP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF524JOX	4136647009	ENCODE Processing Pipeline	c63fc73428bc43aa465c1637d66d5d78		https://www.encodeproject.org/files/ENCFF150KSY/@@download/ENCFF150KSY.bam	mm10			released	inconsistent platforms			
ENCFF474LIO	bam	unfiltered alignments	ENCSR133EGP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF632UDQ	3986186293	ENCODE Processing Pipeline	d3dc2e458c58825949b42fa83e53e18d		https://www.encodeproject.org/files/ENCFF474LIO/@@download/ENCFF474LIO.bam	mm10			released	inconsistent platforms			
ENCFF783RDN	bam	alignments	ENCSR133EGP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF524JOX	3017023047	ENCODE Processing Pipeline	e0b6643c5bd0ac6c1a4a1dce65789703		https://www.encodeproject.org/files/ENCFF783RDN/@@download/ENCFF783RDN.bam	mm10			released	inconsistent platforms			
ENCFF141HFI	bam	alignments	ENCSR133EGP	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me1-mouse	ENCAB027VOE	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF632UDQ	2923722523	ENCODE Processing Pipeline	1f4f3ca938bc8b5259c9ca41184e3505		https://www.encodeproject.org/files/ENCFF141HFI/@@download/ENCFF141HFI.bam	mm10			released	inconsistent platforms			
ENCFF272ARY	bam	alignments	ENCSR258RGT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2015-11-03	ENCODE				2							ENCFF330QUX, ENCFF806TVZ	1381859673	ENCODE Processing Pipeline	4c8cd30e4fa903f7c72f34187a21cadf		https://www.encodeproject.org/files/ENCFF272ARY/@@download/ENCFF272ARY.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF983VHX	bam	alignments	ENCSR258RGT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2015-11-03	ENCODE				1							ENCFF391SYI, ENCFF806TVZ, ENCFF951IBS	1107995731	ENCODE Processing Pipeline	fc33ee89597b87e265d6895d5b3514eb		https://www.encodeproject.org/files/ENCFF983VHX/@@download/ENCFF983VHX.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF697QYC	bam	unfiltered alignments	ENCSR258RGT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF391SYI, ENCFF951IBS	1615729908	ENCODE Processing Pipeline	7b9e49a4bd09cbe46446966e2080aca3		https://www.encodeproject.org/files/ENCFF697QYC/@@download/ENCFF697QYC.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF251SGO	bam	unfiltered alignments	ENCSR258RGT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF330QUX	2463262709	ENCODE Processing Pipeline	46ec6cdd8bcd92ecde7d2beab0cdb589		https://www.encodeproject.org/files/ENCFF251SGO/@@download/ENCFF251SGO.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF962EQP	bam	alignments	ENCSR258RGT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF391SYI, ENCFF951IBS	1107862764	ENCODE Processing Pipeline	7b9e14fe49987477ac7a904ca860c71d		https://www.encodeproject.org/files/ENCFF962EQP/@@download/ENCFF962EQP.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF854NXB	bam	alignments	ENCSR258RGT	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K4me2-mouse	ENCAB813FEB	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF330QUX	1381681531	ENCODE Processing Pipeline	f7632e7868514b3e91181c9d7688b46c		https://www.encodeproject.org/files/ENCFF854NXB/@@download/ENCFF854NXB.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF048XKK	bam	alignments	ENCSR889MYY	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-11-03	ENCODE				2							ENCFF174MKE, ENCFF275RQQ, ENCFF806TVZ	2405849088	ENCODE Processing Pipeline	672deb194c3d590fc5366e4b14493f2b		https://www.encodeproject.org/files/ENCFF048XKK/@@download/ENCFF048XKK.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF250EQO	bam	alignments	ENCSR889MYY	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-11-03	ENCODE				1							ENCFF350EJC, ENCFF806TVZ	1532217167	ENCODE Processing Pipeline	c02c9fe42a3ce55316ba0eec8fc1baa2		https://www.encodeproject.org/files/ENCFF250EQO/@@download/ENCFF250EQO.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF780ERF	bam	unfiltered alignments	ENCSR889MYY	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF174MKE, ENCFF275RQQ	3971864836	ENCODE Processing Pipeline	4db64e73fd1c271b531a0e5988838fb7		https://www.encodeproject.org/files/ENCFF780ERF/@@download/ENCFF780ERF.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF774VDU	bam	alignments	ENCSR889MYY	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF174MKE, ENCFF275RQQ	2405288639	ENCODE Processing Pipeline	8f351d2d4288caa874acddc99f728328		https://www.encodeproject.org/files/ENCFF774VDU/@@download/ENCFF774VDU.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF671ZKT	bam	unfiltered alignments	ENCSR889MYY	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF350EJC	2209289390	ENCODE Processing Pipeline	4bae76ca4e6ddcfa2e70b0cd9e0d8724		https://www.encodeproject.org/files/ENCFF671ZKT/@@download/ENCFF671ZKT.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF972GVQ	bam	alignments	ENCSR889MYY	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF350EJC	1531857782	ENCODE Processing Pipeline	9e3921b9a84153e49a92f9047dc961fa		https://www.encodeproject.org/files/ENCFF972GVQ/@@download/ENCFF972GVQ.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking	sequencing runs labeled as technical replicates		
ENCFF241ATQ	bam	alignments	ENCSR510CGB	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-11-03	ENCODE				1							ENCFF255APX, ENCFF373VWC, ENCFF806TVZ, ENCFF892ULL	2861322819	ENCODE Processing Pipeline	91cb557b3443e59100493ff8f2a3c117		https://www.encodeproject.org/files/ENCFF241ATQ/@@download/ENCFF241ATQ.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF280GLL	bam	alignments	ENCSR510CGB	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-11-03	ENCODE				2							ENCFF806TVZ, ENCFF835FWW, ENCFF927HRQ	3105350232	ENCODE Processing Pipeline	8ff84d1236700b4f2158dc7a2b19e1c9		https://www.encodeproject.org/files/ENCFF280GLL/@@download/ENCFF280GLL.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF494SLO	bam	unfiltered alignments	ENCSR510CGB	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF255APX, ENCFF373VWC, ENCFF892ULL	4942066886	ENCODE Processing Pipeline	3abbb6812be84ec70ab74d2f10e4f099		https://www.encodeproject.org/files/ENCFF494SLO/@@download/ENCFF494SLO.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF744DQK	bam	unfiltered alignments	ENCSR510CGB	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF835FWW, ENCFF927HRQ	5649017845	ENCODE Processing Pipeline	a4b39d95ac831402d4fb852fc7a01a1e		https://www.encodeproject.org/files/ENCFF744DQK/@@download/ENCFF744DQK.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF905PUB	bam	alignments	ENCSR510CGB	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-11-03	ENCODE				2			50				ENCFF018NEO, ENCFF835FWW, ENCFF927HRQ	3104809019	ENCODE Processing Pipeline	b4e8cadfb9de9f3637efbeb73265e7bf		https://www.encodeproject.org/files/ENCFF905PUB/@@download/ENCFF905PUB.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF838YSJ	bam	alignments	ENCSR510CGB	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	15.5 day	Mus musculus					H3K36me3-mouse	ENCAB910BYC	DNA			SDS		False	2015-11-03	ENCODE				1			50				ENCFF018NEO, ENCFF255APX, ENCFF373VWC, ENCFF892ULL	2860764751	ENCODE Processing Pipeline	017efe191a6b6935b9bb5c67840cfc48		https://www.encodeproject.org/files/ENCFF838YSJ/@@download/ENCFF838YSJ.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity	sequencing runs labeled as technical replicates		
ENCFF634JIH	bam	alignments	ENCSR868FWZ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				2							ENCFF361MHV, ENCFF806TVZ	1834323860	ENCODE Processing Pipeline	8640a1d7a6a482b7056df62dd8f47234		https://www.encodeproject.org/files/ENCFF634JIH/@@download/ENCFF634JIH.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking			
ENCFF117AUW	bam	alignments	ENCSR868FWZ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				1							ENCFF534ZMY, ENCFF806TVZ	1765179432	ENCODE Processing Pipeline	e33dc154f4446f28defffdc28eff2706		https://www.encodeproject.org/files/ENCFF117AUW/@@download/ENCFF117AUW.bam	mm10-minimal			archived	inconsistent platforms, mild to moderate bottlenecking			
ENCFF342LZN	bam	unfiltered alignments	ENCSR868FWZ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF361MHV	2784334798	ENCODE Processing Pipeline	8c45392e798bce5a521fdf8919a85076		https://www.encodeproject.org/files/ENCFF342LZN/@@download/ENCFF342LZN.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF297ZSN	bam	unfiltered alignments	ENCSR868FWZ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF534ZMY	2749977871	ENCODE Processing Pipeline	a938a7bf929cd4c6532b1220bd7b6e71		https://www.encodeproject.org/files/ENCFF297ZSN/@@download/ENCFF297ZSN.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF018RET	bam	alignments	ENCSR868FWZ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				1			50				ENCFF018NEO, ENCFF534ZMY	1764799899	ENCODE Processing Pipeline	b208087791c241dcba9afae78271200e		https://www.encodeproject.org/files/ENCFF018RET/@@download/ENCFF018RET.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
ENCFF633TTC	bam	alignments	ENCSR868FWZ	ChIP-seq	UBERON:0002107	liver	tissue	embryonic	mixed	13.5 day	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA			SDS		False	2015-06-23	ENCODE				2			50				ENCFF018NEO, ENCFF361MHV	1833992714	ENCODE Processing Pipeline	d7d54836c8bba1e18357136b44284fa8		https://www.encodeproject.org/files/ENCFF633TTC/@@download/ENCFF633TTC.bam	mm10			released	inconsistent platforms, mild to moderate bottlenecking			
