File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001PPN	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				10							ENCFF001PRB, ENCFF001PRC	1662316248	John Stamatoyannopoulos, UW	99ceb06b99a28909a06836361482c222		https://www.encodeproject.org/files/ENCFF001PPN/@@download/ENCFF001PPN.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPO	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				12							ENCFF001PRH, ENCFF001PRI, ENCFF001PRJ, ENCFF001PRK	1131753951	John Stamatoyannopoulos, UW	700dd9f10f6dfe0da554359123c49bac		https://www.encodeproject.org/files/ENCFF001PPO/@@download/ENCFF001PPO.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPP	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				2							ENCFF001PRV	985236550	John Stamatoyannopoulos, UW	b778c4f48371b093b2d0261ffbea7209		https://www.encodeproject.org/files/ENCFF001PPP/@@download/ENCFF001PPP.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPQ	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				14							ENCFF001PRN, ENCFF001PRO, ENCFF001PRP, ENCFF001PRQ	1349196148	John Stamatoyannopoulos, UW	c970320ea724d2ac0cd1ec18ed26455e		https://www.encodeproject.org/files/ENCFF001PPQ/@@download/ENCFF001PPQ.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPR	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				13							ENCFF001PRL, ENCFF001PRM	1398428668	John Stamatoyannopoulos, UW	be88b5c30fb69591ec5358c74fafe513		https://www.encodeproject.org/files/ENCFF001PPR/@@download/ENCFF001PPR.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPS	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				3							ENCFF001PRT	1005583384	John Stamatoyannopoulos, UW	2460305446b384f68c0cda8cc709bf6e		https://www.encodeproject.org/files/ENCFF001PPS/@@download/ENCFF001PPS.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPT	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				4							ENCFF001PRU	908429700	John Stamatoyannopoulos, UW	27313da5177045b225b59d2a3deb55b3		https://www.encodeproject.org/files/ENCFF001PPT/@@download/ENCFF001PPT.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPU	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				5							ENCFF001PRS	893278380	John Stamatoyannopoulos, UW	879e7dac0beafcdfdaeb60712bdab55e		https://www.encodeproject.org/files/ENCFF001PPU/@@download/ENCFF001PPU.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPV	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				6							ENCFF001PRY	916500927	John Stamatoyannopoulos, UW	20cd921757591c098e0d94ac69aace9a		https://www.encodeproject.org/files/ENCFF001PPV/@@download/ENCFF001PPV.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPW	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				7							ENCFF001PSA	882904818	John Stamatoyannopoulos, UW	ab916452a000aa77f5820f1d24d594eb		https://www.encodeproject.org/files/ENCFF001PPW/@@download/ENCFF001PPW.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPX	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				8							ENCFF001PRZ	946121762	John Stamatoyannopoulos, UW	6628c4a1ac782ef3159246bddc996493		https://www.encodeproject.org/files/ENCFF001PPX/@@download/ENCFF001PPX.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PQP	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				9							ENCFF001PSE	1048070516	John Stamatoyannopoulos, UW	35b8b099f9c49f7b2a54de4c11e40fac		https://www.encodeproject.org/files/ENCFF001PQP/@@download/ENCFF001PQP.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001PPL	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				1							ENCFF001PRR	832615139	John Stamatoyannopoulos, UW	bfe6528f7bd654c51098e8816426045b		https://www.encodeproject.org/files/ENCFF001PPL/@@download/ENCFF001PPL.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001OMS	bam	alignments	ENCSR000CNI	DNase-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus							DNA		see document	see document		False	2011-07-01	ENCODE				2							ENCFF001OKT, ENCFF001OKU, ENCFF001OKV, ENCFF001OKW, ENCFF001OKX, ENCFF001OKY, ENCFF001OKZ, ENCFF001OLA, ENCFF001OLB, ENCFF001OLC	9190427563	John Stamatoyannopoulos, UW	5d9bbc1b3540f9439751b68def24ab70		https://www.encodeproject.org/files/ENCFF001OMS/@@download/ENCFF001OMS.bam	mm9			archived		biological replicates with identical biosample		
ENCFF001LMM	bam	alignments	ENCSR000CBU	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				1							ENCFF001LMX	571365700	Bing Ren, UCSD	3201f50c481ef41d5cd2a95b775dfc9b		https://www.encodeproject.org/files/ENCFF001LMM/@@download/ENCFF001LMM.bam	mm9			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF001LMO	bam	alignments	ENCSR000CBU	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				2							ENCFF001LMV	755964667	Bing Ren, UCSD	bca9d37eeb16806ba14be507d7b0cb60		https://www.encodeproject.org/files/ENCFF001LMO/@@download/ENCFF001LMO.bam	mm9			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF709TQG	bam	unfiltered alignments	ENCSR000CBU	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LMV, ENCFF018NEO	962568989	ENCODE Processing Pipeline	ea930540fcb70a48728f6c1b5b765010		https://www.encodeproject.org/files/ENCFF709TQG/@@download/ENCFF709TQG.bam	mm10			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF516FZI	bam	alignments	ENCSR000CBU	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LMV, ENCFF018NEO	519238766	ENCODE Processing Pipeline	6142c7e75e870d7c8f68d406e5c6fbfa		https://www.encodeproject.org/files/ENCFF516FZI/@@download/ENCFF516FZI.bam	mm10			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF769ZWZ	bam	unfiltered alignments	ENCSR000CBU	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				1			36				ENCFF001LMX, ENCFF018NEO	880291142	ENCODE Processing Pipeline	34d6cf667dc8130b1d13d93a104b084d		https://www.encodeproject.org/files/ENCFF769ZWZ/@@download/ENCFF769ZWZ.bam	mm10			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF617FBG	bam	alignments	ENCSR000CBU	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					CTCF-mouse	ENCAB210NHK	DNA		see document	see document		False	2011-07-22	ENCODE				1			36				ENCFF001LMX, ENCFF018NEO	433686094	ENCODE Processing Pipeline	ab27875b64bf10edf2aebdfc822a2b66		https://www.encodeproject.org/files/ENCFF617FBG/@@download/ENCFF617FBG.bam	mm10			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF001ZYZ	bam	alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				1							ENCFF001ZYW	2986725086	Ross Hardison, PennState	a54945909f88efb70d1875f5115de4af		https://www.encodeproject.org/files/ENCFF001ZYZ/@@download/ENCFF001ZYZ.bam	mm9			released	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF001ZZA	bam	alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				2							ENCFF001ZYX	2608849631	Ross Hardison, PennState	3b85b1071c0ccd99b7018ef2c2cae5ea		https://www.encodeproject.org/files/ENCFF001ZZA/@@download/ENCFF001ZZA.bam	mm9			released	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF001ZZB	bam	alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE												5516558657	Ross Hardison, PennState	dd64f5702f4227e01779aab987d17927		https://www.encodeproject.org/files/ENCFF001ZZB/@@download/ENCFF001ZZB.bam	mm9			released	low read length	missing derived_from, biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF406RYD	bam	unfiltered alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				1							ENCFF001ZYW, ENCFF806TVZ	3190802908	J. Michael Cherry, Stanford	cea54a0143474c1d25823ed51386b58a		https://www.encodeproject.org/files/ENCFF406RYD/@@download/ENCFF406RYD.bam	mm10-minimal			archived	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF643NLC	bam	unfiltered alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				2							ENCFF001ZYX, ENCFF806TVZ	2789776903	J. Michael Cherry, Stanford	68f2f9a15a6a1e90f3695b9fef8d103f		https://www.encodeproject.org/files/ENCFF643NLC/@@download/ENCFF643NLC.bam	mm10-minimal			archived	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF090DCC	bam	unfiltered alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				1			48				ENCFF001ZYW, ENCFF018NEO	3193602677	ENCODE Processing Pipeline	e7f4ea771049d6ebfdf59c6342d3b605		https://www.encodeproject.org/files/ENCFF090DCC/@@download/ENCFF090DCC.bam	mm10			released	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF610QKF	bam	unfiltered alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				2			48				ENCFF001ZYX, ENCFF018NEO	2792006872	ENCODE Processing Pipeline	8de421a6297760514a10b317c1cd652a		https://www.encodeproject.org/files/ENCFF610QKF/@@download/ENCFF610QKF.bam	mm10			released	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF549GXA	bam	alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				2			48				ENCFF001ZYX, ENCFF018NEO	2019310409	ENCODE Processing Pipeline	d985576890e50ebae482a8de5ad26cc0		https://www.encodeproject.org/files/ENCFF549GXA/@@download/ENCFF549GXA.bam	mm10			released	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF717OFJ	bam	alignments	ENCSR734EYQ	ChIP-seq	UBERON:0002107	liver	tissue	adult	unknown	unknown	Mus musculus					Control-mouse		DNA		see document	see document		False	2014-03-11	ENCODE				1			48				ENCFF001ZYW, ENCFF018NEO	2276545938	ENCODE Processing Pipeline	b10bada194172353504d29170b47175a		https://www.encodeproject.org/files/ENCFF717OFJ/@@download/ENCFF717OFJ.bam	mm10			released	low read length	biological replicates with identical biosample, low read depth, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF840IIA	bam	alignments	ENCSR216KLZ	RNA-seq	UBERON:0002107	liver	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF161LEK, ENCFF516HOO, ENCFF533JRE	6190625571	ENCODE Processing Pipeline	26eb2c6ab292afd0c41cac259c5f73ff		https://www.encodeproject.org/files/ENCFF840IIA/@@download/ENCFF840IIA.bam	mm10			released	low read depth			
ENCFF568ZVO	bam	transcriptome alignments	ENCSR216KLZ	RNA-seq	UBERON:0002107	liver	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF161LEK, ENCFF516HOO, ENCFF533JRE	5648249178	ENCODE Processing Pipeline	49fb9f4a7be8ab8358737262a883f377		https://www.encodeproject.org/files/ENCFF568ZVO/@@download/ENCFF568ZVO.bam	mm10			released	low read depth			
ENCFF780RIG	bam	alignments	ENCSR216KLZ	RNA-seq	UBERON:0002107	liver	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF492PRP, ENCFF533JRE, ENCFF581OEV	4639379524	ENCODE Processing Pipeline	7dab63b882d1ab5fc64e6cb7a5dc6deb		https://www.encodeproject.org/files/ENCFF780RIG/@@download/ENCFF780RIG.bam	mm10			released	low read depth			
ENCFF054XQI	bam	transcriptome alignments	ENCSR216KLZ	RNA-seq	UBERON:0002107	liver	tissue	adult	female	10 week	Mus musculus							polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			True	2014-12-08	ENCODE				1							ENCFF492PRP, ENCFF533JRE, ENCFF581OEV	4817033693	ENCODE Processing Pipeline	728ba2608c9b7583d53dc4ff012c3af2		https://www.encodeproject.org/files/ENCFF054XQI/@@download/ENCFF054XQI.bam	mm10			released	low read depth			
ENCFF001KMG	bam	alignments	ENCSR000CEN	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF001KMW	1431125769	Bing Ren, UCSD	8747b97ee36ae1d48ca58b120b114efc		https://www.encodeproject.org/files/ENCFF001KMG/@@download/ENCFF001KMG.bam	mm9			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF001KMN	bam	alignments	ENCSR000CEN	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-03-28	ENCODE				2							ENCFF001KMV	924368076	Bing Ren, UCSD	644b36ce160968652bfd4ad06a627b08		https://www.encodeproject.org/files/ENCFF001KMN/@@download/ENCFF001KMN.bam	mm9			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF961TRD	bam	unfiltered alignments	ENCSR000CEN	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KMW, ENCFF018NEO	1573089895	ENCODE Processing Pipeline	ba10d7f5793c4153eecdaa36faa1abcb		https://www.encodeproject.org/files/ENCFF961TRD/@@download/ENCFF961TRD.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF567HIW	bam	unfiltered alignments	ENCSR000CEN	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KMV, ENCFF018NEO	1016048811	ENCODE Processing Pipeline	1322a79359d5c039f1e5b347e176523e		https://www.encodeproject.org/files/ENCFF567HIW/@@download/ENCFF567HIW.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF254XUS	bam	alignments	ENCSR000CEN	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-03-28	ENCODE				2			36				ENCFF001KMV, ENCFF018NEO	568490076	ENCODE Processing Pipeline	82a6a6cebec94f762fb314b1b12633bb		https://www.encodeproject.org/files/ENCFF254XUS/@@download/ENCFF254XUS.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF803QFK	bam	alignments	ENCSR000CEN	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K27me3-mouse	ENCAB000ADT	DNA		see document	see document		False	2012-03-28	ENCODE				1			36				ENCFF001KMW, ENCFF018NEO	873777060	ENCODE Processing Pipeline	5f7a9f5ef1db3fabfa0e9fcd764377dd		https://www.encodeproject.org/files/ENCFF803QFK/@@download/ENCFF803QFK.bam	mm10			released	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control insufficient read depth, insufficient read depth	
ENCFF001KNA	bam	alignments	ENCSR000CAP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				2							ENCFF001KNL	297128449	Bing Ren, UCSD	e9d947b0cfc9d94042db03cd45da9ace		https://www.encodeproject.org/files/ENCFF001KNA/@@download/ENCFF001KNA.bam	mm9			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF001KNC	bam	alignments	ENCSR000CAP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				1							ENCFF001KNM	652489691	Bing Ren, UCSD	5c4c205a5296f2ceb3ccd8101935ca7c		https://www.encodeproject.org/files/ENCFF001KNC/@@download/ENCFF001KNC.bam	mm9			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF262ALD	bam	alignments	ENCSR000CAP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				2			36				ENCFF001KNL, ENCFF018NEO	253874073	ENCODE Processing Pipeline	af41b2234694833f8fb32015db5be3b2		https://www.encodeproject.org/files/ENCFF262ALD/@@download/ENCFF262ALD.bam	mm10			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF538SCQ	bam	alignments	ENCSR000CAP	ChIP-seq	UBERON:0002107	liver	tissue	adult	male	8 week	Mus musculus					H3K4me3-mouse	ENCAB000ANL	DNA		see document	see document		False	2011-06-24	ENCODE				1			36				ENCFF001KNM, ENCFF018NEO	432072036	ENCODE Processing Pipeline	4d6fca43a410272e7b721ded0187cc8a		https://www.encodeproject.org/files/ENCFF538SCQ/@@download/ENCFF538SCQ.bam	mm10			released	control low read depth, low read length, low read depth, mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments	control low read depth, insufficient read depth	
ENCFF001JBI	bam	alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				1							ENCFF001JAN, ENCFF001JAO, ENCFF001JAP, ENCFF001JAT, ENCFF001JAU, ENCFF001JAV	8535676435	Thomas Gingeras, CSHL	5fdd53d6a9391823cf1c2f31a5d66ca2		https://www.encodeproject.org/files/ENCFF001JBI/@@download/ENCFF001JBI.bam	mm9			archived				
ENCFF001JBJ	bam	alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				2							ENCFF001JAQ, ENCFF001JAR, ENCFF001JAS, ENCFF001JAW, ENCFF001JAX, ENCFF001JAY	8771226161	Thomas Gingeras, CSHL	5a6fa139d8aa116c0b3c2528821bef85		https://www.encodeproject.org/files/ENCFF001JBJ/@@download/ENCFF001JBJ.bam	mm9			archived				
ENCFF252GUY	bam	alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				1							ENCFF001JAN, ENCFF001JAO, ENCFF001JAP, ENCFF001JAT, ENCFF001JAU, ENCFF001JAV, ENCFF268IGM	9748731734	ENCODE Processing Pipeline	1fedd85dc3987598900cb93c935dd2e4		https://www.encodeproject.org/files/ENCFF252GUY/@@download/ENCFF252GUY.bam	mm10-minimal			archived				
ENCFF823OFB	bam	alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				2							ENCFF001JAQ, ENCFF001JAR, ENCFF001JAS, ENCFF001JAW, ENCFF001JAX, ENCFF001JAY, ENCFF268IGM	10019374966	ENCODE Processing Pipeline	1144e90f57a4f5c5235f30b68aac5659		https://www.encodeproject.org/files/ENCFF823OFB/@@download/ENCFF823OFB.bam	mm10-minimal			archived				
ENCFF426MYR	bam	alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				1							ENCFF001JAN, ENCFF001JAO, ENCFF001JAP, ENCFF001JAT, ENCFF001JAU, ENCFF001JAV, ENCFF483PAE	11714445480	ENCODE Processing Pipeline	5d1b13ac1528204ac2924c6288e701ad		https://www.encodeproject.org/files/ENCFF426MYR/@@download/ENCFF426MYR.bam	mm10-minimal			archived				
ENCFF412FMA	bam	transcriptome alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				1							ENCFF001JAN, ENCFF001JAO, ENCFF001JAP, ENCFF001JAT, ENCFF001JAU, ENCFF001JAV, ENCFF483PAE	12838714027	ENCODE Processing Pipeline	48b4046242073b32e7642fe618d6752b		https://www.encodeproject.org/files/ENCFF412FMA/@@download/ENCFF412FMA.bam	mm10-minimal			archived				
ENCFF684EMZ	bam	alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				2							ENCFF001JAQ, ENCFF001JAR, ENCFF001JAS, ENCFF001JAW, ENCFF001JAX, ENCFF001JAY, ENCFF483PAE	12028752815	ENCODE Processing Pipeline	23ce6ec2f463347f8ebf2b3d5d1f40a2		https://www.encodeproject.org/files/ENCFF684EMZ/@@download/ENCFF684EMZ.bam	mm10-minimal			archived				
ENCFF680HAS	bam	transcriptome alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				2							ENCFF001JAQ, ENCFF001JAR, ENCFF001JAS, ENCFF001JAW, ENCFF001JAX, ENCFF001JAY, ENCFF483PAE	12776226676	ENCODE Processing Pipeline	798f15fb9e7fced732a9be7da0d1bb8b		https://www.encodeproject.org/files/ENCFF680HAS/@@download/ENCFF680HAS.bam	mm10-minimal			archived				
ENCFF309XGT	bam	alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				1							ENCFF001JAN, ENCFF001JAO, ENCFF001JAP, ENCFF001JAT, ENCFF001JAU, ENCFF001JAV, ENCFF533JRE	11715686891	ENCODE Processing Pipeline	8a9ff021d5a165a19d310a91b1ceb027		https://www.encodeproject.org/files/ENCFF309XGT/@@download/ENCFF309XGT.bam	mm10			released				
ENCFF073NFH	bam	transcriptome alignments	ENCSR000BYS	RNA-seq	UBERON:0002107	liver	tissue	adult	mixed	8 week	Mus musculus							polyadenylated mRNA	rRNA	see document	see document		True	2012-06-29	ENCODE				1							ENCFF001JAN, ENCFF001JAO, ENCFF001JAP, ENCFF001JAT, ENCFF001JAU, ENCFF001JAV, ENCFF533JRE	12914483719	ENCODE Processing Pipeline	44e87f0584325ccacd871549ed91dbd8		https://www.encodeproject.org/files/ENCFF073NFH/@@download/ENCFF073NFH.bam	mm10			released				
